"idcompany","country","channel","profile","idcompany-2","registrationdate","planname","paymentfrequency","lastpaidplan","firstpaymentdate","retirementdate","avgmoninvoices","avgmonbilling","users","downloadreports","helprequests"
54926,"COL","Digital","Empresario",54926,"2021-06-22","pro","1",NULL,"2021-07-06",NULL,1155,4924,"9","3","2"
77976,"COL","Digital","Empresario",77976,"2020-02-04","pro","1",NULL,"2020-03-23",NULL,34,2355,"3","9","5"
62200,"COL","Digital","Empresario",62200,"2019-01-15","plus","1",NULL,"2019-01-27",NULL,2465,6962,"2","7","7"
34530,"COL","Digital","Empresario",34530,"2021-04-13","pyme","1",NULL,"2021-04-20",NULL,1797,3903,"7","6","9"
20410,"COL","Digital","Empresario",20410,"2020-09-13","pyme","1",NULL,"2020-11-09",NULL,2058,8898,"4","7","10"
90937,"COL","Digital","Independiente",90937,"2021-02-03","pro","1",NULL,"2021-03-25",NULL,377,8305,"5","7","5"
65150,"COL","Digital","Empresario",65150,"2019-04-17","pyme","1",NULL,"2019-06-24",NULL,29,3007,"1","4","8"
80863,"COL","Digital","Empresario",80863,"2022-03-09","consulta","1","plus","2022-03-10","2022-04-30",1373,3652,"1","0","0"
62186,"COL","Digital","Empresario",62186,"2021-10-26","pro","1",NULL,"2022-02-12",NULL,38,7328,"2","8","7"
62084,"COL","Digital","Contador",62084,"2021-02-22","pyme","1",NULL,"2021-03-19",NULL,469,3288,"6","5","4"
60720,"COL","Digital","Empresario",60720,"2022-01-11","pyme","1",NULL,"2022-01-30",NULL,4,6311,"10","9","9"
24835,"COL","Digital","Empresario",24835,"2019-01-13","consulta","1","plus","2019-01-14","2019-05-01",1690,2153,"6","2","9"
93292,"COL","Digital","Empresario",93292,"2020-02-06","consulta","1","pyme","2020-04-08","2021-11-05",17,5102,"10","6","0"
30735,"COL","Digital","Independiente",30735,"2020-01-20","pyme","1",NULL,"2020-03-21",NULL,2674,4821,"3","7","2"
10865,"COL","Digital","Empresario",10865,"2020-07-20","plus","1",NULL,"2020-10-06",NULL,326,9013,"4","7","4"
38886,"COL","Digital","Empresario",38886,"2020-02-22","pro","1",NULL,"2020-02-23",NULL,25,1938,"4","2","10"
96366,"COL","Digital","Empresario",96366,"2020-09-10","pyme","1",NULL,"2020-09-11",NULL,991,7282,"10","2","0"
51529,"COL","Digital","Independiente",51529,"2019-05-17","consulta","1",NULL,NULL,NULL,36,4706,"3","1","2"
56883,"COL","Digital","Empresario",56883,"2021-06-12","pyme","1",NULL,"2021-08-29",NULL,52,4293,"9","9","7"
48301,"COL","Digital","Contador",48301,"2021-09-08","consulta","1","pyme","2021-09-13","2021-09-13",14,3889,"10","7","7"
61112,"COL","Digital","Independiente",61112,"2021-04-06","consulta","1",NULL,NULL,NULL,30,5039,"1","6","3"
52728,"COL","Digital","Independiente",52728,"2019-04-21","pyme","1",NULL,"2019-04-26",NULL,46,5928,"3","2","2"
98893,"COL","Digital","Empresario",98893,"2019-03-24","consulta","1","pyme","2019-06-29","2021-06-12",23,6175,"5","8","5"
37714,"COL","Digital","Empresario",37714,"2020-01-31","pro","1",NULL,"2020-02-01",NULL,89,7956,"9","1","3"
55283,"COL","Digital","Empresario",55283,"2021-11-10","consulta","1","pro","2022-01-14","2023-04-05",98,2463,"2","4","9"
46276,"COL","Digital","Empresario",46276,"2021-08-29","pyme","1",NULL,"2021-12-08",NULL,2933,1672,"5","10","7"
59574,"COL","Digital","Contador",59574,"2021-12-04","pro","1",NULL,"2021-12-05",NULL,7,3698,"1","1","5"
93758,"COL","Digital","Independiente",93758,"2019-02-13","consulta","1",NULL,NULL,NULL,63,3841,"5","7","8"
94480,"COL","Digital","Empresario",94480,"2021-11-28","pyme","1",NULL,"2022-02-27",NULL,151,9206,"10","2","1"
90243,"COL","Digital","Empresario",90243,"2020-07-15","consulta","1","pro","2020-10-14","2022-06-18",491,1615,"4","10","1"
62020,"COL","Digital","Empresario",62020,"2021-06-20","consulta","1","plus","2021-06-21","2023-02-10",2647,3204,"5","8","10"
94917,"COL","Digital","Empresario",94917,"2021-09-19","pyme","1",NULL,"2021-12-14",NULL,43,6490,"3","8","10"
25022,"COL","Digital","Independiente",25022,"2020-04-28","pro","1",NULL,"2020-05-29",NULL,488,1247,"10","3","9"
99652,"COL","Digital","Independiente",99652,"2020-09-11","pyme","1",NULL,"2020-09-12",NULL,113,2241,"6","0","3"
56375,"COL","Digital","Independiente",56375,"2021-06-10","consulta","1","pro","2021-07-07","2021-08-25",458,4481,"4","1","5"
20918,"COL","Digital","Empresario",20918,"2019-07-07","pyme","1",NULL,"2019-07-08",NULL,11,9758,"9","9","10"
17389,"COL","Digital","Empresario",17389,"2021-11-02","consulta","1",NULL,NULL,NULL,58,9877,"10","8","0"
82710,"COL","Digital","Empresario",82710,"2021-06-26","pyme","1",NULL,"2021-06-30",NULL,19,6137,"1","9","10"
33429,"COL","Digital","Empresario",33429,"2019-02-25","pyme","1",NULL,"2019-07-05",NULL,177,4170,"2","10","4"
75907,"COL","Digital","Empresario",75907,"2021-03-15","pyme","1",NULL,"2021-04-13",NULL,1541,3656,"6","5","5"
64199,"COL","Digital","Empresario",64199,"2021-08-29","pyme","1",NULL,"2021-11-04",NULL,154,3126,"10","7","1"
86554,"COL","Digital","Empresario",86554,"2019-01-18","plus","1",NULL,"2019-01-19",NULL,27,4471,"7","1","9"
94560,"COL","Digital","Empresario",94560,"2020-01-16","pyme","1",NULL,"2020-03-27",NULL,85,5287,"3","5","10"
90172,"COL","Digital","Contador",90172,"2019-06-26","pro","1",NULL,"2019-08-29",NULL,236,5565,"9","0","10"
90726,"COL","Digital","Empresario",90726,"2020-06-15","pyme","1",NULL,"2020-07-19",NULL,2427,2072,"6","8","8"
18886,"COL","Digital","Independiente",18886,"2019-05-12","pyme","1",NULL,"2019-07-03",NULL,18,9442,"1","6","6"
45365,"COL","Digital","Empresario",45365,"2020-07-21","pro","1",NULL,"2020-08-27",NULL,44,1845,"1","2","10"
50497,"COL","Digital","Independiente",50497,"2020-03-20","pyme","1",NULL,"2020-03-21",NULL,19,5757,"3","10","2"
19790,"COL","Digital","Contador",19790,"2019-09-21","pyme","1",NULL,"2019-09-22",NULL,35,6291,"10","1","9"
54843,"COL","Digital","Empresario",54843,"2021-05-07","plus","1",NULL,"2021-05-08",NULL,301,7011,"8","4","7"
76322,"COL","Digital","Independiente",76322,"2019-03-12","pyme","1",NULL,"2019-06-18",NULL,47,7494,"9","4","10"
61741,"COL","Digital","Independiente",61741,"2021-12-19","consulta","1","pro","2021-12-20","2022-02-08",182,8160,"5","3","7"
81820,"COL","Digital","Empresario",81820,"2020-12-07","pyme","1",NULL,"2020-12-08",NULL,491,8395,"10","5","3"
30085,"COL","Digital","Empresario",30085,"2021-05-23","consulta","1","plus","2021-08-02","2021-11-30",2222,3250,"10","0","7"
61974,"COL","Digital","Empresario",61974,"2021-10-25","pyme","1",NULL,"2021-10-26",NULL,12,2678,"10","5","2"
48183,"COL","Digital","Empresario",48183,"2019-05-14","consulta","1","pro","2019-06-12","2020-05-28",479,6550,"2","9","10"
83673,"COL","Digital","Empresario",83673,"2020-12-30","pyme","1",NULL,"2021-04-16",NULL,12,5571,"10","9","6"
90520,"COL","Digital","Empresario",90520,"2020-08-14","pyme","1",NULL,"2020-11-11",NULL,2705,5579,"5","8","4"
11456,"COL","Digital","Contador",11456,"2020-02-14","pyme","1",NULL,"2020-04-19",NULL,46,3679,"8","8","8"
84924,"COL","Digital","Independiente",84924,"2021-11-29","pyme","1",NULL,"2022-03-11",NULL,2239,1065,"6","8","5"
32225,"COL","Digital","Empresario",32225,"2020-05-20","pro","1",NULL,"2020-06-12",NULL,128,5873,"4","2","5"
41373,"COL","Digital","Independiente",41373,"2020-07-02","consulta","1","plus","2020-07-03","2020-10-23",1915,3378,"8","2","10"
25671,"COL","Digital","Independiente",25671,"2020-12-28","consulta","1",NULL,NULL,NULL,8,9269,"6","3","2"
87005,"COL","Digital","Independiente",87005,"2021-09-30","plus","1",NULL,"2021-11-19",NULL,166,3928,"8","8","7"
39733,"COL","Digital","Empresario",39733,"2019-10-08","pyme","1",NULL,"2019-11-15",NULL,5,8846,"7","0","9"
70264,"COL","Digital","Empresario",70264,"2021-10-09","consulta","1","plus","2021-11-16","2023-02-01",2157,1850,"10","1","6"
95975,"COL","Digital","Empresario",95975,"2019-01-07","pyme","1",NULL,"2019-01-29",NULL,740,8778,"9","8","8"
20427,"COL","Digital","Contador",20427,"2019-03-28","pyme","1",NULL,"2019-04-22",NULL,79,2831,"8","7","9"
56007,"COL","Digital","Independiente",56007,"2020-06-29","pyme","1",NULL,"2020-09-24",NULL,17,2128,"5","5","8"
50498,"COL","Digital","Empresario",50498,"2021-08-20","pyme","1",NULL,"2021-12-16",NULL,32,6193,"1","4","5"
36861,"COL","Digital","Independiente",36861,"2021-05-28","pyme","1",NULL,"2021-11-02",NULL,74,8010,"5","7","1"
11729,"COL","Digital","Empresario",11729,"2019-08-13","consulta","1","pyme","2019-08-21","2020-04-22",26,2468,"6","5","9"
64015,"COL","Digital","Independiente",64015,"2021-12-12","pro","1",NULL,"2021-12-24",NULL,424,5686,"3","4","9"
12275,"COL","Digital","Empresario",12275,"2021-02-13","consulta","1","pyme","2021-03-10","2021-03-10",17,2187,"8","2","4"
10631,"COL","Digital","Independiente",10631,"2020-11-06","pyme","1",NULL,"2020-11-09",NULL,340,9598,"5","10","7"
56888,"COL","Digital","Contador",56888,"2019-10-01","consulta","1",NULL,NULL,NULL,40,6464,"4","5","6"
60669,"COL","Digital","Contador",60669,"2022-04-12","pro","1",NULL,"2022-06-02",NULL,2197,2551,"2","2","0"
56005,"COL","Digital","Empresario",56005,"2019-08-26","pyme","1",NULL,"2019-08-27",NULL,789,8320,"6","7","10"
21998,"COL","Digital","Empresario",21998,"2019-08-17","pyme","1",NULL,"2019-08-18",NULL,350,4693,"6","1","1"
74475,"COL","Digital","Empresario",74475,"2021-01-12","consulta","1","plus","2021-04-10","2021-05-22",439,9397,"6","0","7"
57341,"COL","Digital","Contador",57341,"2020-12-25","pro","1",NULL,"2021-03-23",NULL,5,9074,"10","6","2"
63515,"COL","Digital","Contador",63515,"2021-05-30","pyme","1",NULL,"2021-10-21",NULL,117,4341,"9","0","7"
55898,"COL","Digital","Empresario",55898,"2021-08-01","consulta","1","pyme","2021-09-18","2023-05-17",19,7354,"7","2","4"
53747,"COL","Digital","Contador",53747,"2021-12-01","pro","1",NULL,"2021-12-13",NULL,1996,2570,"8","9","8"
85190,"COL","Digital","Empresario",85190,"2021-12-30","pyme","1",NULL,"2021-12-31",NULL,1180,2334,"4","2","5"
74569,"COL","Digital","Contador",74569,"2021-08-17","pro","1",NULL,"2021-08-18",NULL,17,1427,"4","5","3"
74853,"COL","Digital","Contador",74853,"2020-12-01","pyme","1",NULL,"2020-12-02",NULL,2968,5906,"1","10","1"
11081,"COL","Digital","Empresario",11081,"2022-01-24","plus","1",NULL,"2022-04-27",NULL,223,6441,"9","1","0"
79510,"COL","Digital","Independiente",79510,"2020-11-21","pyme","1",NULL,"2020-12-06",NULL,474,7798,"10","3","0"
43046,"COL","Digital","Independiente",43046,"2020-08-01","pyme","1",NULL,"2020-09-08",NULL,9,3915,"10","5","3"
70504,"COL","Digital","Empresario",70504,"2020-03-14","pro","1",NULL,"2020-03-15",NULL,409,6113,"2","9","8"
11233,"COL","Digital","Independiente",11233,"2020-12-14","consulta","1","pyme","2020-12-15","2021-05-04",2,8605,"2","6","4"
58342,"COL","Digital","Independiente",58342,"2022-02-13","pyme","1",NULL,"2022-02-14",NULL,370,8505,"8","6","3"
41053,"COL","Digital","Contador",41053,"2020-03-02","pyme","1",NULL,"2020-03-03",NULL,16,9654,"7","0","8"
62969,"COL","Digital","Independiente",62969,"2019-08-14","pyme","1",NULL,"2019-08-16",NULL,85,3085,"2","2","5"
71508,"COL","Digital","Empresario",71508,"2020-09-03","pyme","1",NULL,"2020-11-21",NULL,1638,5455,"7","3","0"
41776,"COL","Digital","Independiente",41776,"2020-02-14","pyme","1",NULL,"2020-02-15",NULL,374,2667,"1","1","0"
63478,"COL","Digital","Empresario",63478,"2019-02-26","pyme","1",NULL,"2019-04-13",NULL,2444,1163,"5","2","7"
58788,"COL","Digital","Empresario",58788,"2020-03-12","pyme","1",NULL,"2020-03-13",NULL,16,3293,"1","4","8"
48636,"COL","Digital","Empresario",48636,"2020-08-25","consulta","1","pro","2020-11-05","2020-12-26",315,3199,"4","6","0"
70156,"COL","Digital","Empresario",70156,"2020-09-15","pyme","1",NULL,"2020-09-16",NULL,40,8074,"4","3","6"
84874,"COL","Digital","Independiente",84874,"2019-07-23","consulta","1","pro","2019-07-31","2021-02-18",289,9655,"1","0","5"
26578,"COL","Digital","Independiente",26578,"2020-08-30","pro","1",NULL,"2020-08-31",NULL,2941,9741,"1","7","8"
94405,"COL","Digital","Independiente",94405,"2021-10-27","consulta","1",NULL,NULL,NULL,65,3017,"4","6","1"
11265,"COL","Digital","Empresario",11265,"2019-11-15","pyme","1",NULL,"2019-12-20",NULL,2018,7766,"8","0","5"
91698,"COL","Digital","Empresario",91698,"2021-05-11","pyme","1",NULL,"2021-08-28",NULL,10,8191,"3","8","0"
39330,"COL","Digital","Independiente",39330,"2019-07-12","consulta","1","pro","2019-07-20","2019-07-20",448,1770,"8","8","6"
60227,"COL","Digital","Empresario",60227,"2020-03-27","pyme","1",NULL,"2020-04-05",NULL,327,2855,"7","9","7"
30906,"COL","Digital","Contador",30906,"2019-03-24","plus","1",NULL,"2019-03-25",NULL,1505,5850,"7","8","8"
12280,"COL","Digital","Contador",12280,"2019-05-09","consulta","1","pyme","2019-07-14","2019-09-01",31,9238,"9","2","9"
46103,"COL","Digital","Independiente",46103,"2021-06-15","consulta","1","pro","2021-08-22","2022-02-11",284,3293,"7","4","1"
82186,"COL","Digital","Empresario",82186,"2019-10-11","pyme","1",NULL,"2020-01-14",NULL,393,8511,"5","0","7"
56281,"COL","Digital","Independiente",56281,"2022-02-15","pyme","1",NULL,"2022-05-31",NULL,46,8705,"8","5","4"
46886,"COL","Digital","Contador",46886,"2021-11-13","plus","1",NULL,"2022-01-09",NULL,26,3809,"7","3","1"
82532,"COL","Digital","Contador",82532,"2019-06-02","pyme","1",NULL,"2019-07-18",NULL,308,7290,"2","9","2"
44480,"COL","Digital","Empresario",44480,"2022-01-29","pyme","1",NULL,"2022-02-03",NULL,204,9294,"4","5","8"
87899,"COL","Digital","Independiente",87899,"2021-12-18","plus","1",NULL,"2021-12-19",NULL,114,4443,"6","0","6"
57046,"COL","Digital","Empresario",57046,"2021-04-26","pyme","1",NULL,"2021-06-18",NULL,19,4307,"6","10","5"
62004,"COL","Digital","Independiente",62004,"2021-05-22","pro","1",NULL,"2021-06-28",NULL,189,4889,"4","3","3"
50389,"COL","Digital","Empresario",50389,"2020-11-12","pro","1",NULL,"2020-12-07",NULL,861,8804,"4","8","0"
35444,"COL","Digital","Empresario",35444,"2021-05-07","plus","1",NULL,"2021-06-13",NULL,264,5425,"3","8","3"
55535,"COL","Digital","Independiente",55535,"2020-12-27","plus","1",NULL,"2021-03-12",NULL,283,7707,"9","1","7"
62041,"COL","Digital","Empresario",62041,"2020-10-21","pro","1",NULL,"2020-11-16",NULL,390,8125,"2","4","3"
55800,"COL","Digital","Independiente",55800,"2021-12-02","pyme","1",NULL,"2021-12-05",NULL,474,9342,"10","0","7"
64542,"COL","Digital","Empresario",64542,"2020-03-07","pyme","1",NULL,"2020-04-09",NULL,258,8037,"1","4","1"
83504,"COL","Digital","Empresario",83504,"2021-03-26","pyme","1",NULL,"2021-04-09",NULL,768,9230,"2","3","6"
75588,"COL","Digital","Empresario",75588,"2021-06-09","pyme","1",NULL,"2021-06-10",NULL,423,4411,"3","7","2"
19270,"COL","Digital","Empresario",19270,"2019-05-23","pyme","1",NULL,"2019-08-24",NULL,50,7640,"3","8","1"
55736,"COL","Digital","Empresario",55736,"2021-01-16","pyme","1",NULL,"2021-02-02",NULL,4,8850,"1","5","4"
86942,"COL","Digital","Independiente",86942,"2021-08-13","consulta","1",NULL,NULL,NULL,18,2995,"5","9","2"
75239,"COL","Digital","Empresario",75239,"2019-03-31","plus","1",NULL,"2019-04-01",NULL,24,5063,"5","4","6"
78710,"COL","Digital","Empresario",78710,"2020-09-24","plus","1",NULL,"2021-01-02",NULL,19,2823,"9","1","3"
33922,"COL","Digital","Empresario",33922,"2021-09-23","pyme","1",NULL,"2022-03-22",NULL,144,1906,"3","9","0"
11155,"COL","Digital","Empresario",11155,"2019-05-06","plus","1",NULL,"2019-07-31",NULL,217,8947,"6","8","9"
67736,"COL","Digital","Independiente",67736,"2022-03-12","plus","1",NULL,"2022-03-14",NULL,103,3932,"8","5","3"
65781,"COL","Digital","Contador",65781,"2019-08-09","pyme","1",NULL,"2019-10-18",NULL,2184,3304,"2","3","9"
64150,"COL","Digital","Independiente",64150,"2019-06-14","pro","1",NULL,"2019-06-15",NULL,12,7643,"2","5","9"
68778,"COL","Digital","Empresario",68778,"2019-03-31","pyme","1",NULL,"2019-08-16",NULL,6,3772,"10","3","8"
30009,"COL","Digital","Contador",30009,"2021-03-18","consulta","1",NULL,NULL,NULL,3,6877,"6","4","1"
20877,"COL","Digital","Contador",20877,"2021-11-03","consulta","1","pyme","2021-12-09","2022-08-02",8,7276,"7","10","0"
86093,"COL","Digital","Independiente",86093,"2019-11-28","pyme","1",NULL,"2019-11-29",NULL,40,1918,"10","0","9"
78774,"COL","Digital","Independiente",78774,"2020-11-23","pyme","1",NULL,"2021-01-19",NULL,16,6799,"10","4","3"
57115,"COL","Digital","Empresario",57115,"2019-06-18","pyme","1",NULL,"2019-12-18",NULL,455,6540,"10","10","7"
24771,"COL","Digital","Empresario",24771,"2020-01-23","pyme","1",NULL,"2020-04-25",NULL,2238,3114,"6","8","7"
99050,"COL","Digital","Empresario",99050,"2021-11-09","consulta","1","pro","2022-01-16","2023-04-21",365,2446,"2","5","0"
51403,"COL","Digital","Empresario",51403,"2021-08-05","consulta","1","pyme","2021-09-09","2023-03-09",7,6567,"3","6","10"
84337,"COL","Digital","Empresario",84337,"2019-04-22","pro","1",NULL,"2019-07-02",NULL,120,8598,"6","5","6"
72794,"COL","Digital","Contador",72794,"2021-04-20","pyme","1",NULL,"2021-06-14",NULL,437,8160,"6","6","10"
31982,"COL","Digital","Independiente",31982,"2022-04-10","pro","1",NULL,"2022-05-27",NULL,24,5275,"4","0","10"
27729,"COL","Digital","Empresario",27729,"2021-04-10","pyme","1",NULL,"2021-05-13",NULL,1958,7116,"10","2","3"
60062,"COL","Digital","Empresario",60062,"2020-04-16","pyme","1",NULL,"2020-06-15",NULL,273,8940,"3","2","5"
76435,"COL","Digital","Independiente",76435,"2020-03-03","pyme","1",NULL,"2020-03-04",NULL,286,9461,"2","8","0"
85781,"COL","Digital","Independiente",85781,"2021-01-11","pro","1",NULL,"2021-03-18",NULL,2729,4588,"7","8","0"
47721,"COL","Digital","Empresario",47721,"2020-03-16","consulta","1","pyme","2020-06-21","2021-12-02",49,4803,"4","3","2"
26078,"COL","Digital","Empresario",26078,"2019-01-19","pyme","1",NULL,"2019-01-20",NULL,370,3413,"1","3","8"
95837,"COL","Digital","Independiente",95837,"2020-04-22","pyme","1",NULL,"2020-06-07",NULL,42,3442,"6","3","0"
74542,"COL","Digital","Empresario",74542,"2020-05-11","plus","1",NULL,"2020-05-12",NULL,318,5500,"3","6","3"
92204,"COL","Digital","Empresario",92204,"2021-12-22","pro","1",NULL,"2021-12-23",NULL,445,5607,"10","4","3"
15420,"COL","Digital","Empresario",15420,"2020-03-31","consulta","1","pro","2020-04-19","2020-08-08",289,4831,"10","5","2"
50897,"COL","Digital","Independiente",50897,"2022-02-13","consulta","1",NULL,NULL,NULL,32,6864,"9","6","0"
77794,"COL","Digital","Independiente",77794,"2021-09-21","consulta","1",NULL,NULL,NULL,5,2579,"6","2","10"
60495,"COL","Digital","Contador",60495,"2020-07-22","pyme","1",NULL,"2020-07-23",NULL,29,7515,"9","3","10"
33121,"COL","Digital","Independiente",33121,"2021-11-29","consulta","1","pyme","2022-01-27","2022-01-27",5,4649,"7","10","10"
97170,"COL","Digital","Empresario",97170,"2020-07-15","consulta","1","pyme","2020-07-29","2021-01-07",45,1402,"2","6","4"
47622,"COL","Digital","Independiente",47622,"2022-02-11","pro","1",NULL,"2022-03-31",NULL,2958,3568,"7","2","8"
79691,"COL","Digital","Empresario",79691,"2021-05-16","pyme","1",NULL,"2021-07-04",NULL,428,7313,"6","7","9"
26138,"COL","Digital","Independiente",26138,"2021-06-17","pro","1",NULL,"2021-06-18",NULL,252,5578,"5","10","3"
99813,"COL","Digital","Empresario",99813,"2019-05-02","plus","1",NULL,"2019-05-23",NULL,1790,9581,"6","9","0"
53026,"COL","Digital","Independiente",53026,"2019-05-01","plus","1",NULL,"2019-05-02",NULL,976,1081,"1","7","9"
17334,"COL","Digital","Independiente",17334,"2021-08-16","consulta","1","pro","2021-08-19","2022-02-27",115,9993,"2","1","10"
48928,"COL","Digital","Contador",48928,"2021-04-22","consulta","1","plus","2021-04-23","2021-05-28",1730,4653,"5","4","2"
94542,"COL","Digital","Independiente",94542,"2021-11-07","consulta","1","pro","2022-01-13","2023-02-13",140,4678,"9","5","2"
55767,"COL","Digital","Independiente",55767,"2021-08-16","pyme","1",NULL,"2021-08-26",NULL,22,2955,"1","4","5"
57755,"COL","Digital","Empresario",57755,"2021-11-19","consulta","1","pyme","2021-11-20","2022-05-11",10,9982,"3","7","7"
46128,"COL","Digital","Independiente",46128,"2021-08-25","consulta","1",NULL,NULL,NULL,5,9521,"2","4","2"
65229,"COL","Digital","Contador",65229,"2022-01-20","pro","1",NULL,"2022-01-21",NULL,236,1416,"5","7","1"
72576,"COL","Digital","Empresario",72576,"2020-07-13","pyme","1",NULL,"2020-07-14",NULL,1665,7795,"3","3","9"
80518,"COL","Digital","Empresario",80518,"2021-09-06","pro","1",NULL,"2021-10-02",NULL,8,4508,"1","10","4"
